ENSEMBL gene ID	E6_Cerebellum	E4_cerebellum1	E4_cerebellum2	E4_cerebellum3
ENSBTAG00000001776	109.701645	36.005692	39.553776	59.775097
ENSBTAG00000001778	10.492445	3.86386	2.040456	6.924481
ENSBTAG00000001780	4.699369	1.512942	0.968558	3.227205
ENSBTAG00000001782	11.3231	5.906884	9.164941	7.343966
ENSBTAG00000001790	37.498367	26.010159	16.821327	22.796728
ENSBTAG00000001792	35.420479	11.203051	16.072214	15.752625
ENSBTAG00000001793	18.193636	5.017707	4.037319	5.501834
ENSBTAG00000001795	14.901505	6.144434	4.447034	10.951823
ENSBTAG00000001796	2.896384	1.160762	0.829842	1.332921
ENSBTAG00000001806	6.834449	2.811463	3.551697	3.922314
ENSBTAG00000001807	21.817616	19.445074	17.462755	16.563143
ENSBTAG00000001814	1.625596	0.139099	0.308527	0.558691
ENSBTAG00000001821	8.482713	10.465955	18.039877	21.352261
ENSBTAG00000001824	12.115337	2.633512	3.565857	6.362496
ENSBTAG00000001827	16.720299	19.3407	15.685318	20.589693
ENSBTAG00000001828	26.832148	8.217824	5.056895	8.461537
ENSBTAG00000001829	0.507296	0.424407	0.157627	0.307578
ENSBTAG00000001830	3.359524	0.0	0.16764	0.0
ENSBTAG00000001832	19.899864	9.723849	10.991138	11.835506
ENSBTAG00000001834	10.795385	4.733681	2.780217	5.205361
ENSBTAG00000001843	69.10141	20.534538	17.573847	36.209118
ENSBTAG00000001844	9.343891	6.302555	6.321059	8.206241
ENSBTAG00000001848	15.081426	3.871771	3.663735	8.496587
ENSBTAG00000001854	24.994059	18.85376	15.913378	20.201429
ENSBTAG00000001855	25.770905	13.823594	11.723856	16.282671
ENSBTAG00000001856	49.219643	41.748547	31.365665	44.554935
ENSBTAG00000001857	3.822302	1.685602	0.984133	1.924242
ENSBTAG00000001872	7.971226	7.335989	7.713945	6.388046
ENSBTAG00000001904	19.839403	8.287333	5.07754	10.256507
ENSBTAG00000001917	0.0	0.0	0.0	0.0
ENSBTAG00000001922	22.696188	10.463099	15.877917	8.032349
ENSBTAG00000001927	0.382279	0.297639	0.350324	0.0
ENSBTAG00000001928	43.781128	42.715996	38.01078	28.545986
ENSBTAG00000001937	37.175751	11.723681	13.195196	25.549191
ENSBTAG00000001938	0.56084	2.444843	1.834636	2.218055
ENSBTAG00000001945	5.223059	10.265828	8.601589	8.161534
ENSBTAG00000001947	1.242744	2.08173	2.784254	1.489946
ENSBTAG00000001948	30.154888	23.467495	24.087549	27.19853
ENSBTAG00000001952	0.0	0.0	0.0	0.0
ENSBTAG00000001959	0.0	0.0	0.0	0.0
ENSBTAG00000001962	11.594982	11.661452	9.640205	13.344
ENSBTAG00000001999	3.963004	9.452234	10.866229	7.781367
ENSBTAG00000002000	45.888481	34.022182	33.62365	37.726818
ENSBTAG00000002011	3.194206	8.570642	7.807181	8.313231
ENSBTAG00000002018	83.122917	84.936356	75.984772	90.749992
ENSBTAG00000002021	3.398362	4.857457	4.311063	3.924714
ENSBTAG00000002026	145.935287	154.66861	146.480042	131.401123
ENSBTAG00000002028	10.804274	30.395016	32.787209	26.083973
ENSBTAG00000002060	289.455566	215.453522	218.298294	232.617737
ENSBTAG00000002070	0.463659	0.0	0.087586	0.0
ENSBTAG00000002072	8.920215	2.964739	1.842073	3.314939
ENSBTAG00000002073	7.087172	9.356519	7.299718	6.963933
ENSBTAG00000002105	37.64967	26.061613	21.493578	27.640347
ENSBTAG00000002107	8.919539	8.640262	10.744492	9.901791
ENSBTAG00000002117	0.163501	0.166663	0.086895	0.0
ENSBTAG00000002126	6.460008	8.866095	6.162245	6.006423
ENSBTAG00000002130	27.809422	11.712427	8.662952	12.722153
ENSBTAG00000002143	0.299828	0.887681	1.569704	0.0
ENSBTAG00000002219	9.106552	5.34573	3.599817	5.348389
ENSBTAG00000002236	23.275745	17.455824	16.872597	23.457346
ENSBTAG00000002242	13.988171	11.23676	13.632913	13.399067
ENSBTAG00000002252	1.702762	0.731795	0.660016	0.913742
ENSBTAG00000002260	5.058697	2.880383	1.94606	3.102324
ENSBTAG00000002321	43.188416	16.05801	9.583463	16.396641
ENSBTAG00000002327	19.253717	9.38449	7.818001	10.841964
ENSBTAG00000002340	0.0	0.0	0.170108	0.0
ENSBTAG00000002368	3.05075	1.751351	0.795837	1.643609
ENSBTAG00000002378	60.664345	29.055307	24.659323	36.915783
ENSBTAG00000002385	8.88038	3.631442	3.883481	9.313206
ENSBTAG00000002389	24.421545	16.789118	15.081585	19.246359
ENSBTAG00000002398	4.686454	10.698857	9.789052	6.061975
ENSBTAG00000002401	3.435948	0.0	0.0	0.0
ENSBTAG00000002404	71.420906	32.464535	7.938386	17.341438
ENSBTAG00000002428	7.270859	2.81699	3.562904	0.0
ENSBTAG00000002447	3.968381	1.190668	1.595184	2.395084
ENSBTAG00000002454	4.338581	9.606349	9.07907	8.521369
ENSBTAG00000002457	15.908616	20.584375	27.453159	12.791617
ENSBTAG00000002458	1.852991	2.46648	2.699946	1.648208
ENSBTAG00000002460	2.037474	3.565382	4.444682	2.655364
ENSBTAG00000002462	4.895102	16.254944	12.115658	11.399459
ENSBTAG00000002463	22.991659	165.743134	180.812592	120.038811
ENSBTAG00000002468	256.374451	92.174561	89.606804	170.979126
ENSBTAG00000002469	8.488719	3.212069	2.907817	4.594843
ENSBTAG00000002472	8.60521	10.666741	9.486043	9.540706
ENSBTAG00000002473	1.823124	0.680081	1.216871	1.920589
ENSBTAG00000002475	99.610756	50.953487	47.932312	74.615143
ENSBTAG00000002490	5.492746	8.433091	9.925269	3.640503
ENSBTAG00000002492	4.221342	17.516968	16.361164	13.284011
ENSBTAG00000002493	14.729708	49.786991	47.730293	34.057167
ENSBTAG00000002504	1.449364	9.521145	9.426808	8.20988
ENSBTAG00000002518	0.0	0.0	0.334465	0.153913
ENSBTAG00000002520	7.251164	21.497723	20.162273	17.85886
ENSBTAG00000002550	0.703632	0.944496	1.150766	2.346814
ENSBTAG00000002559	0.0	0.0	0.0	0.0
ENSBTAG00000002561	14.912111	8.106414	5.780126	8.353328
ENSBTAG00000002562	81.806946	65.38826	59.645031	83.550819
ENSBTAG00000002575	23.338301	26.140093	25.982433	27.665337
ENSBTAG00000002583	0.793592	0.489932	0.383759	0.983911
ENSBTAG00000002590	3.152974	2.937524	2.217813	2.743078
ENSBTAG00000002600	5.138525	8.101112	7.342128	4.53938
ENSBTAG00000002608	33.966278	37.035442	31.325813	32.02058
ENSBTAG00000002625	5.338492	25.519867	20.76935	16.215708
ENSBTAG00000002630	14.297831	6.086988	4.668929	7.000896
ENSBTAG00000002635	0.0	0.0	0.0	0.0
ENSBTAG00000002644	0.681104	0.525888	0.594779	0.727576
ENSBTAG00000002645	16.681931	15.516313	13.584494	17.928623
ENSBTAG00000002678	9.477305	8.475537	9.431374	10.147803
ENSBTAG00000002683	16.766941	8.710693	5.974216	10.945973
ENSBTAG00000002685	6.854433	2.25644	1.640702	3.724387
ENSBTAG00000002693	20.576685	21.784822	16.727079	17.049816
ENSBTAG00000002695	0.0	0.02224	0.0	0.0
ENSBTAG00000002697	34.728043	22.88205	19.776491	21.92971
ENSBTAG00000002703	42.326645	186.808212	201.638596	151.91153
ENSBTAG00000002704	3.961112	1.772153	1.884726	3.053853
ENSBTAG00000002706	1.111769	0.555642	0.43362	0.361246
ENSBTAG00000002715	13.980502	7.500518	5.657576	7.886363
ENSBTAG00000002719	0.088861	0.0	0.0	0.0
ENSBTAG00000002720	8.151939	24.731873	25.416641	20.106707
ENSBTAG00000002721	5.153302	9.504124	7.467596	6.711154
ENSBTAG00000002726	4.698775	26.561474	24.73081	17.1465
ENSBTAG00000002736	7.56815	7.087943	4.720794	6.654238
ENSBTAG00000002743	16.116587	11.960599	5.262141	6.758881
ENSBTAG00000002745	38.232708	28.436634	36.881344	27.569281
ENSBTAG00000002746	8.283457	36.4631	27.668438	21.716412
ENSBTAG00000002748	37.585209	21.8092	18.928743	25.321224
ENSBTAG00000002750	5.21061	8.451299	7.208407	7.09917
ENSBTAG00000002763	5.77597	3.106388	2.296316	3.849624
ENSBTAG00000002764	36.283642	15.918726	8.817557	15.240186
ENSBTAG00000002770	13.922503	3.637728	2.963891	5.443194
ENSBTAG00000002798	23.90885	10.105427	10.752441	15.306932
ENSBTAG00000002816	3.146923	7.242903	6.237106	10.62553
ENSBTAG00000002817	18.366749	11.805818	9.714958	14.596163
ENSBTAG00000002822	0.0	0.057534	0.0	0.100898
ENSBTAG00000002827	16.462234	7.611655	6.133282	6.907956
ENSBTAG00000002829	50.695312	56.491356	52.644958	53.402306
ENSBTAG00000002854	8.439721	3.823674	2.275519	3.313988
ENSBTAG00000002888	9.753663	20.775803	17.84396	19.046228
ENSBTAG00000002890	38.824001	14.161676	6.656368	16.64913
ENSBTAG00000002891	5.915451	3.084119	2.777297	3.635913
ENSBTAG00000002918	0.789948	3.329532	2.890377	2.185536
ENSBTAG00000002921	9.526151	10.367325	9.236705	9.399425
ENSBTAG00000002966	6.812706	9.303891	8.324536	8.377507
ENSBTAG00000002972	0.860332	1.506086	1.346235	1.423951
ENSBTAG00000002977	6.580266	3.184125	2.334841	3.925713
ENSBTAG00000002978	0.0	0.0	0.067861	0.0
ENSBTAG00000002999	46.399265	14.232959	17.927137	16.051912
ENSBTAG00000003000	0.361123	0.0	0.0	0.453381
ENSBTAG00000003018	0.693414	1.012598	0.713174	0.0
ENSBTAG00000003052	13.095473	6.44287	4.62858	7.67069
ENSBTAG00000003058	26.410536	11.301233	10.763143	17.730457
ENSBTAG00000003061	5.881464	2.102317	1.320036	2.908143
ENSBTAG00000003067	28.900206	10.708587	18.266769	14.685367
ENSBTAG00000003083	1.494748	1.706351	0.670248	3.22295
ENSBTAG00000003100	6.311857	0.980171	1.256079	1.958495
ENSBTAG00000003111	0.934555	3.433591	3.840281	3.151181
ENSBTAG00000003130	0.674687	2.597843	2.803156	4.015298
ENSBTAG00000003148	13.064351	12.878814	11.723454	14.600492
ENSBTAG00000003161	14.568212	6.164752	6.965006	8.713989
ENSBTAG00000003162	12.194166	19.99015	28.825726	22.055983
ENSBTAG00000003186	3.173428	4.355705	3.490716	4.110072
ENSBTAG00000003192	1.992383	1.74397	2.358587	5.292801
ENSBTAG00000003208	5.014832	35.901501	34.814304	26.303629
ENSBTAG00000003238	0.0	0.304203	0.323995	0.32071
ENSBTAG00000003279	21.884541	23.447758	19.732971	27.608749
ENSBTAG00000003357	0.0	0.0	0.0	0.0
ENSBTAG00000003361	2.154537	10.68304	10.402168	6.937454
ENSBTAG00000003362	78.207741	87.037125	90.35054	81.094345
ENSBTAG00000003371	20.112488	64.446579	58.784012	44.194653
ENSBTAG00000003384	1.232036	1.395085	1.129948	1.02659
ENSBTAG00000003390	24.199129	16.322479	11.015136	20.015911
ENSBTAG00000003393	1.034133	0.180107	0.0	0.425615
ENSBTAG00000003401	4.495638	28.313	18.270435	13.191331
ENSBTAG00000003410	3.392478	3.889725	3.702052	5.777728
ENSBTAG00000003423	38.794369	44.953133	36.476215	48.1763
ENSBTAG00000003436	0.658957	0.368311	0.286264	0.414639
ENSBTAG00000003479	0.273186	0.0	0.0	0.0
ENSBTAG00000003484	24.496809	8.643879	7.429723	9.484296
ENSBTAG00000003494	1.365833	1.539254	1.102815	1.020325
ENSBTAG00000003504	5.946537	2.836586	1.519725	3.665335
ENSBTAG00000003535	35.495449	15.215222	16.600988	18.494585
ENSBTAG00000003547	5.414127	14.550332	14.132124	10.436984
ENSBTAG00000003556	24.848137	11.32393	8.258183	13.81941
ENSBTAG00000003559	8.246333	5.199461	2.846856	7.897108
ENSBTAG00000003566	27.149216	15.881584	15.824977	20.746702
ENSBTAG00000003589	43.834576	56.662106	34.772285	36.729012
ENSBTAG00000003594	0.0	0.0	0.0	0.0
ENSBTAG00000003614	4.569881	5.369137	5.507381	5.71619
ENSBTAG00000003616	3.209623	3.764828	2.628026	2.983291
ENSBTAG00000003622	4.436255	7.045147	6.372185	5.961794
ENSBTAG00000003679	13.806475	9.843075	11.22099	11.742883
ENSBTAG00000003682	0.089454	0.0	0.17556	0.336784
ENSBTAG00000003687	12.600924	12.862761	12.924809	17.541927
ENSBTAG00000003691	5.957872	0.890821	1.260308	1.680484
ENSBTAG00000003693	9.398291	5.811261	4.381723	9.570258
ENSBTAG00000003695	18.135813	21.245859	18.544575	22.303856
ENSBTAG00000003696	17.698299	11.272635	9.194862	12.55807
ENSBTAG00000003697	23.265579	63.782253	51.345501	49.244762
ENSBTAG00000003700	0.135355	0.035287	0.0	0.157751
ENSBTAG00000003702	9.947348	40.843735	35.4216	29.518097
ENSBTAG00000003707	3.835344	2.091813	1.187073	1.339279
ENSBTAG00000003711	40.80019	49.658329	46.228588	41.395393
ENSBTAG00000003718	11.468792	13.71579	8.837739	9.952695
ENSBTAG00000003733	3.36435	1.231347	1.345138	2.167192
ENSBTAG00000003747	13.243839	18.273554	17.907204	12.155592
ENSBTAG00000003748	12.582124	25.208982	23.862978	19.091124
ENSBTAG00000003784	6.342464	14.154026	13.98153	10.178955
ENSBTAG00000003804	12.362241	23.079422	27.379372	16.701399
ENSBTAG00000003809	9.952029	5.759864	3.231496	4.754741
ENSBTAG00000003810	0.501363	1.413574	1.243353	0.435471
ENSBTAG00000003813	5.771931	1.801834	3.02487	3.235922
ENSBTAG00000003817	12.897326	6.196086	5.8465	8.259842
ENSBTAG00000003819	2.695224	1.623118	0.856555	1.742415
ENSBTAG00000003822	20.461884	4.136185	1.645473	4.738558
ENSBTAG00000003832	5.624427	0.665775	1.091793	2.000718
ENSBTAG00000003843	7.597123	10.087431	7.965047	8.135713
ENSBTAG00000003848	1.679516	3.7152	3.86596	5.375709
ENSBTAG00000003849	5.105583	4.981812	2.825155	3.088425
ENSBTAG00000003855	2.075772	3.172353	3.448122	4.105908
ENSBTAG00000003861	3.091962	2.675327	2.362753	2.553341
ENSBTAG00000003863	14.050857	7.240201	6.673502	9.740425
ENSBTAG00000003878	3.874448	8.180277	7.833968	6.512178
ENSBTAG00000003884	4.737864	11.167228	12.406744	11.709667
ENSBTAG00000003887	38.532974	102.154984	123.167053	90.896271
ENSBTAG00000003901	0.069726	0.0	0.08195	0.131592
ENSBTAG00000003904	8.211894	15.887263	15.330976	14.025572
ENSBTAG00000003906	6.783688	10.640933	13.390535	13.303241
ENSBTAG00000003934	17.155138	19.326403	18.038227	18.05485
ENSBTAG00000003941	4.919954	36.817425	39.504978	24.813215
ENSBTAG00000003947	16.317917	4.918986	4.749753	7.754049
ENSBTAG00000003949	37.073387	57.336758	39.992661	38.491058
ENSBTAG00000003954	11.046936	34.225983	33.828056	32.537872
ENSBTAG00000003958	3.089563	6.730398	8.785179	5.19371
ENSBTAG00000003963	0.448264	0.3107	0.303618	0.436212
ENSBTAG00000003966	48.800728	0.429284	48.922256	52.286453
ENSBTAG00000003970	2.00505	3.412045	2.484829	1.928006
ENSBTAG00000003975	11.6703	9.214718	9.033952	10.100679
ENSBTAG00000003977	0.091082	0.0	0.222187	0.107916
ENSBTAG00000003981	10.611547	3.795971	1.798427	4.099863
ENSBTAG00000003983	48.054466	35.775795	29.446836	39.916138
ENSBTAG00000003997	23.090868	17.466965	15.712842	18.937021
ENSBTAG00000004004	193.284775	66.009933	62.270336	116.995918
ENSBTAG00000004009	17.81357	8.233785	4.291787	11.697684
ENSBTAG00000004018	12.481708	4.241628	2.555904	3.550672
ENSBTAG00000004019	0.338041	0.307226	0.036399	0.0
ENSBTAG00000004028	3.589269	18.66551	17.12365	10.227271
ENSBTAG00000004034	2.153815	6.839906	10.401523	5.229623
ENSBTAG00000004061	0.917019	1.543838	1.482779	1.434257
ENSBTAG00000004085	0.844454	0.841714	0.72046	0.495379
ENSBTAG00000004086	2.228534	0.663525	0.747775	0.718503
ENSBTAG00000004092	0.885565	1.042984	0.551843	1.055764
ENSBTAG00000004095	0.0	0.0	0.0	0.0
ENSBTAG00000004098	8.020886	23.643637	25.292112	18.612438
ENSBTAG00000004100	6.84137	7.247707	5.756578	8.888438
ENSBTAG00000004108	13.639778	5.135991	8.062617	8.719097
ENSBTAG00000004111	1.877469	1.987698	0.871544	1.386637
ENSBTAG00000004112	38.35236	8.747672	6.243683	11.887921
ENSBTAG00000004117	46.50919	57.766113	42.714066	40.617809
ENSBTAG00000004172	2.98222	3.803021	2.701955	4.791266
ENSBTAG00000004184	2.017359	2.942453	2.560764	2.135045
ENSBTAG00000004188	13.456648	14.4152	13.949079	16.231367
ENSBTAG00000004189	0.866208	1.159804	0.521441	1.511613
ENSBTAG00000004191	5.114007	4.111588	4.263775	7.490644
ENSBTAG00000004196	3.235053	1.14612	1.184157	1.724952
ENSBTAG00000004204	0.0	0.600602	0.0	0.677794
ENSBTAG00000004206	0.620378	0.250325	0.679893	0.939864
ENSBTAG00000004208	1.695511	0.1874	0.293359	0.950627
ENSBTAG00000004211	16.293343	8.129901	8.741471	11.470369
ENSBTAG00000004216	0.369991	1.72825	3.006053	2.728965
ENSBTAG00000004222	18.386333	11.904797	12.044954	17.262178
ENSBTAG00000004224	9.347112	7.57523	5.372298	6.259497
ENSBTAG00000004226	1.641404	0.584465	0.263515	0.319734
ENSBTAG00000004227	2.136441	2.976111	3.094789	3.054487
ENSBTAG00000004230	24.942112	19.393553	36.667309	26.912642
ENSBTAG00000004249	1.093423	1.014796	1.29519	2.313908
ENSBTAG00000004267	0.397979	0.485994	0.239877	0.964642
ENSBTAG00000004268	38.822704	20.223619	21.597422	27.454073
ENSBTAG00000004269	17.7423	32.368965	32.064182	27.170237
ENSBTAG00000004279	82.193642	95.198196	79.194801	76.178047
ENSBTAG00000004284	17.829592	7.669981	5.646625	7.306314
ENSBTAG00000004286	2.512909	2.32568	1.648478	2.054261
ENSBTAG00000004290	7.41069	5.173519	6.040556	7.356647
ENSBTAG00000004300	0.524305	0.12949	0.0	0.234606
ENSBTAG00000004310	16.200827	20.500902	21.628204	17.053034
ENSBTAG00000004315	13.862761	9.209699	6.436323	12.704774
